user_id,anime_id,rating,watching_status,watched_episodes
583,30749,0,1,0
583,33255,0,1,0
583,34612,0,1,0
583,130,0,1,0
583,13759,0,1,0
583,11499,0,1,0
583,2476,0,1,0
583,22663,0,1,0
583,6974,0,1,0
583,6500,0,1,0
583,4063,0,1,0
583,15119,0,1,0
583,31229,0,1,0
583,2104,0,1,0
583,355,0,1,0
583,154,0,1,0
583,1559,0,1,0
583,4581,0,1,0
583,5034,0,1,0
583,7724,0,1,0
583,29786,0,1,0
583,16498,0,1,0
583,35760,0,1,0
583,2031,0,1,0
583,23233,0,1,0
583,7662,0,1,0
583,28171,0,1,0
583,1913,0,1,0
583,37569,0,1,0
583,4722,0,1,0
583,170,0,1,0
583,534,0,1,0
583,3588,0,1,0
583,34823,0,1,0
583,32105,0,1,0
583,3470,0,1,0
583,198,0,1,0
583,30484,0,1,0
583,18277,0,1,0
583,33286,0,1,0
583,4502,0,1,0
583,14289,0,1,0
583,11757,0,1,0
583,620,0,1,0
583,16417,0,1,0
583,174,0,1,0
583,3455,0,1,0
583,19117,0,1,0
583,16049,0,1,0
583,22319,0,1,0
583,27899,0,1,0
583,36511,0,1,0
583,6211,0,1,0
583,16011,0,1,0
583,175,0,1,0
583,14227,0,1,0
583,4224,0,1,0
583,26443,0,1,0
583,6,0,1,0
583,27,0,1,0
583,25157,0,1,0
583,177,0,1,0
583,34822,0,1,0
583,4763,0,1,0
583,34902,0,1,0
583,479,0,1,0
583,543,0,1,0
583,33352,0,1,0
583,18245,0,1,0
583,21085,0,1,0
583,35968,0,1,0
583,23847,0,1,0
583,28677,0,1,0
583,1562,0,1,25
583,8861,0,1,0
583,35220,0,1,0
583,36726,0,1,0
583,392,0,1,0
583,11319,0,1,0
583,11837,0,1,0
583,14075,0,1,0
583,2404,0,1,0
583,37403,0,6,0
583,37982,0,6,0
583,37711,0,6,0
583,37510,0,6,0
583,34134,0,6,0
583,37449,0,6,0
584,11757,8,1,0
584,48,7,2,26
584,6682,5,2,12
584,300,2,2,4
584,101,9,2,13
584,6987,4,2,1
584,47,10,2,1
584,57,9,2,26
584,357,7,2,8
584,1689,10,2,3
584,3087,7,2,1
584,2756,10,2,1
584,3841,10,2,104
584,59,7,2,26
584,1,10,2,26
584,5,10,2,1
584,974,6,2,1
584,1535,10,2,37
584,3702,10,2,12
584,813,8,2,291
584,986,6,2,1
584,788,4,2,2
584,226,9,2,13
584,317,10,2,1
584,6152,8,2,1
584,408,10,2,1
584,6151,7,2,1
584,1361,4,2,1
584,227,7,2,6
584,121,10,2,51
584,5114,8,2,64
584,430,6,2,1
584,2890,10,2,1
584,1140,7,2,1
584,268,10,2,6
584,134,5,2,13
584,270,10,2,13
584,8074,10,2,12
584,9760,10,2,1
584,578,10,2,1
584,731,6,2,1
584,228,9,2,26
584,5680,10,2,13
584,7791,10,2,26
584,6791,6,2,2
584,2593,7,2,1
584,389,7,2,6
584,572,5,2,1
584,6205,6,2,12
584,43,10,2,1
584,416,6,2,1
584,164,10,2,1
584,20,6,2,220
584,1060,8,2,24
584,2615,10,2,1
584,770,9,2,1
584,1943,7,2,1
584,437,6,2,1
584,2605,10,2,12
584,199,6,2,1
584,884,5,2,1
584,3588,10,2,51
584,565,8,2,1
584,2418,10,2,1
584,4884,7,2,26
584,2001,10,2,27
584,4107,10,2,1
584,4565,8,2,1
584,5947,9,2,1
584,6548,8,2,1
584,3352,6,2,2
584,513,9,2,1
584,1303,10,2,1
584,759,10,2,1
584,523,10,2,1
584,6,10,2,26
584,856,10,2,26
584,3593,0,2,3
584,6743,0,2,3
584,1830,10,2,4
584,548,10,2,1
584,155,5,2,1
584,1726,6,3,6
584,790,8,3,0
584,6702,9,3,0
584,205,8,3,0
584,1557,8,3,2
584,202,10,3,0
584,4744,8,4,2
584,7647,5,4,0
584,269,4,4,160
584,6033,9,4,0
584,5060,0,4,0
584,98,4,4,0
584,1735,5,4,0
584,21,4,4,0
584,6633,3,4,0
584,1195,4,4,0
584,10447,0,6,0
584,1079,0,6,0
584,150,9,6,0
584,1690,0,6,0
584,11241,0,6,0
584,5356,0,6,0
584,4181,0,6,0
584,61,0,6,0
584,6880,0,6,0
584,71,7,6,0
584,240,0,6,0
584,256,0,6,0
584,1025,0,6,0
584,3503,0,6,0
584,7593,0,6,0
584,412,0,6,0
584,1696,0,6,0
584,877,0,6,0
584,30,9,6,0
584,10165,0,6,0
584,3467,0,6,0
584,6324,0,6,0
584,1569,0,6,0
584,161,0,6,0
584,44,0,6,0
584,2596,0,6,0
584,8557,0,6,0
584,5958,0,6,0
584,9253,0,6,0
584,1532,0,6,0
584,849,0,6,0
584,445,8,6,0
584,6211,0,6,0
584,479,0,6,0
584,3322,0,6,0
585,19647,0,1,13
585,49,8,2,5
585,50,10,2,24
585,303,9,2,48
585,102,8,2,26
585,9919,7,2,25
585,4999,8,2,12
585,7674,9,2,25
585,10030,8,2,25
585,12365,9,2,25
585,57,10,2,26
585,68,5,2,23
585,889,7,2,12
585,105,4,2,13
585,59,7,2,26
585,4181,10,2,24
585,6351,10,2,1
585,4059,10,2,1
585,1818,6,2,26
585,1575,10,2,25
585,2904,10,2,25
585,62,3,2,26
585,61,6,2,26
585,1535,9,2,37
585,2994,10,2,2
585,6746,8,2,24
585,1250,6,2,26
585,15,8,2,145
585,71,9,2,24
585,73,9,2,13
585,72,10,2,12
585,121,7,2,51
585,5114,10,2,64
585,918,10,2,201
585,9969,10,2,51
585,287,6,2,24
585,551,7,2,24
585,245,9,2,43
585,263,9,2,75
585,5258,8,2,26
585,2026,10,2,52
585,4192,8,2,25
585,136,10,2,62
585,248,4,2,12
585,3731,9,2,25
585,2012,7,2,49
585,5680,9,2,13
585,7791,9,2,26
585,8525,8,2,12
585,10080,8,2,12
585,3503,9,2,12
585,1604,7,2,203
585,1606,6,2,52
585,6045,9,2,25
585,9656,10,2,12
585,189,7,2,24
585,190,7,2,3
585,191,7,2,1
585,192,7,2,1
585,963,7,2,1
585,2034,9,2,24
585,193,10,2,24
585,157,9,2,26
585,99,6,2,26
585,335,7,2,26
585,2926,8,2,13
585,20,7,2,220
585,1546,9,2,26
585,1210,4,2,24
585,6512,6,2,12
585,5040,10,2,25
585,195,8,2,12
585,853,10,2,26
585,6201,9,2,12
585,210,10,2,161
585,238,7,2,42
585,2369,5,2,24
585,2993,9,2,13
585,45,7,2,94
585,205,5,2,26
585,24,10,2,26
585,846,10,2,26
585,4015,10,2,2
585,517,10,2,2
585,2104,9,2,26
585,355,7,2,24
585,2787,7,2,24
585,1559,9,2,50
585,9863,9,2,77
585,4722,7,2,25
585,170,9,2,101
585,5958,8,2,13
585,3470,10,2,24
585,849,7,2,14
585,4382,2,2,14
585,817,4,2,13
585,174,6,2,24
585,22,10,2,178
585,3455,8,2,26
585,4224,9,2,25
585,6,6,2,26
585,479,10,2,51
585,861,6,2,24
585,28,10,2,69
585,392,9,2,112
585,1195,8,2,13
585,1840,7,2,12
585,3712,9,2,12
585,8676,10,3,18
585,2025,0,3,0
585,6702,0,3,137
585,384,0,3,5
585,240,0,3,5
585,8425,0,3,12
585,246,0,3,35
585,6030,0,3,5
585,21,10,3,607
585,419,0,3,3
585,6500,0,3,12
585,154,0,3,35
585,9253,0,3,12
585,5525,0,4,0
585,591,0,4,0
585,269,6,4,120
585,2595,0,4,0
585,120,0,4,0
585,1722,0,4,12
585,1735,0,4,0
585,3588,0,4,13
585,178,0,4,0
585,3457,0,4,0
585,4752,0,4,0
585,11235,0,6,0
585,6347,0,6,0
585,6573,0,6,0
585,395,0,6,0
585,2508,0,6,0
585,18465,0,6,0
585,15417,0,6,0
585,16,0,6,0
585,1142,0,6,0
585,14653,0,6,0
585,16982,0,6,0
585,257,0,6,0
585,1956,0,6,0
585,4196,0,6,0
585,7580,0,6,0
585,953,0,6,0
585,16706,0,6,0
585,145,0,6,0
585,7148,0,6,12
585,90,0,6,0
585,91,0,6,0
585,162,0,6,0
585,10073,0,6,0
585,538,0,6,0
585,8407,0,6,0
585,17849,0,6,0
586,25013,0,1,9
586,11111,0,1,3
586,21995,0,1,0
586,10447,0,1,9
586,4999,0,1,0
586,7817,0,1,0
586,5081,0,1,5
586,22547,0,1,0
586,18671,0,1,3
586,61,0,1,11
586,29589,0,1,0
586,11783,0,1,6
586,28121,0,1,0
586,6702,0,1,0
586,28701,0,1,0
586,29095,0,1,0
586,28791,0,1,0
586,11785,0,1,2
586,24703,0,1,0
586,26441,0,1,2
586,2130,0,1,2
586,16706,0,1,4
586,19685,0,1,7
586,3503,0,1,3
586,6205,0,1,2
586,12175,0,1,1
586,28423,0,1,0
586,157,0,1,2
586,10213,0,1,2
586,21863,0,1,4
586,11761,0,1,2
586,26351,0,1,0
586,1735,0,1,0
586,27787,0,1,0
586,24175,0,1,1
586,14199,0,1,1
586,26243,0,1,0
586,9981,0,1,0
586,27775,0,1,0
586,28617,0,1,0
586,25859,0,1,0
586,8675,0,1,1
586,28171,0,1,0
586,3455,0,1,0
586,26443,0,1,0
586,19151,0,1,1
586,23847,0,1,0
586,25397,0,2,12
586,857,0,2,25
586,4744,0,2,12
586,9919,0,2,25
586,10396,0,2,12
586,20787,0,2,13
586,10719,0,2,12
586,14741,0,2,12
586,1575,0,2,25
586,12549,0,2,12
586,15583,0,2,12
586,19163,0,2,10
586,8086,0,2,24
586,10155,0,2,13
586,22297,0,2,12
586,17895,10,2,24
586,17729,0,2,13
586,10793,0,2,22
586,13161,0,2,12
586,15225,0,2,12
586,8630,0,2,12
586,11617,0,2,12
586,15451,0,2,12
586,8074,0,2,12
586,11005,0,2,2
586,7088,0,2,12
586,11013,0,2,12
586,249,0,2,167
586,9041,0,2,12
586,18247,0,2,12
586,25429,0,2,10
586,24873,0,2,12
586,8525,0,2,12
586,10080,0,2,12
586,1691,0,2,24
586,22535,9,2,24
586,237,0,2,50
586,17247,0,2,12
586,24455,0,2,13
586,19769,0,2,12
586,20785,0,2,26
586,9936,0,2,12
586,15565,0,2,10
586,10397,0,2,12
586,18897,0,2,20
586,19815,0,2,12
586,20507,0,2,12
586,6324,0,2,12
586,14749,0,2,13
586,19221,0,2,10
586,9922,0,2,12
586,10611,0,2,12
586,23309,0,2,12
586,2993,0,2,13
586,4214,0,2,13
586,23277,0,2,12
586,13759,0,2,24
586,22663,0,2,12
586,22877,0,2,12
586,355,0,2,24
586,2787,0,2,24
586,6773,0,2,24
586,23273,10,2,22
586,16498,0,2,25
586,23233,0,2,12
586,5958,0,2,13
586,8407,0,2,12
586,18277,0,2,24
586,11757,0,2,25
586,21881,0,2,24
586,16011,0,2,24
586,4224,0,2,25
586,14813,0,2,13
586,1195,0,2,13
586,11319,0,2,12
586,1840,0,2,12
586,3712,0,2,12
586,6682,0,6,0
586,11759,0,6,0
586,53,0,6,0
586,366,0,6,0
586,22729,0,6,0
586,27655,0,6,0
586,591,0,6,0
586,8676,0,6,0
586,22147,0,6,0
586,6547,0,6,0
586,9989,0,6,0
586,11433,0,6,0
586,24833,0,6,0
586,6164,0,6,0
586,18893,0,6,0
586,1762,0,6,0
586,28249,0,6,0
586,6166,0,6,0
586,9736,0,6,0
586,7674,0,6,0
586,2986,0,6,0
586,10490,0,6,0
586,14345,0,6,0
586,10163,0,6,0
586,9539,0,6,0
586,2167,0,6,0
586,1818,0,6,0
586,25731,0,6,0
586,20031,0,6,0
586,7338,0,6,0
586,6880,0,6,0
586,1535,0,6,0
586,1726,0,6,0
586,16385,0,6,0
586,4789,0,6,0
586,356,0,6,0
586,227,0,6,0
586,23311,0,6,0
586,23289,0,6,0
586,918,0,6,0
586,21431,0,6,0
586,15613,0,6,0
586,2026,0,6,0
586,2002,0,6,0
586,12461,0,6,0
586,20853,0,6,0
586,10079,0,6,0
586,15377,0,6,0
586,8277,0,6,0
586,257,0,6,0
586,1956,0,6,0
586,5781,0,6,0
586,3731,0,6,0
586,14713,0,6,0
586,1530,0,6,0
586,1604,0,6,0
586,274,0,6,0
586,668,0,6,0
586,467,0,6,0
586,18153,0,6,0
586,13655,0,6,0
586,2034,0,6,0
586,14513,0,6,0
586,9756,0,6,0
586,1017,0,6,0
586,1018,0,6,0
586,28817,0,6,0
586,93,0,6,0
586,9181,0,6,0
586,6030,0,6,0
586,1546,0,6,0
586,23605,0,6,0
586,30503,0,6,0
586,7592,0,6,0
586,23673,0,6,0
586,11179,0,6,0
586,4719,0,6,0
586,11227,0,6,0
586,12281,0,6,0
586,168,0,6,0
586,2153,0,6,0
586,11499,0,6,0
586,4063,0,6,0
586,5277,0,6,0
586,25777,0,6,0
586,13125,0,6,0
586,1965,0,6,0
586,75,0,6,0
586,3588,0,6,0
586,20057,0,6,0
586,21067,0,6,0
586,421,0,6,0
586,696,0,6,0
586,13663,0,6,0
586,28979,0,6,0
586,6213,0,6,0
586,16049,0,6,0
586,22319,0,6,0
586,10321,0,6,0
586,12711,0,6,0
586,24405,0,6,0
586,28677,0,6,0
586,204,0,6,0
586,20533,0,6,0
587,38000,0,1,15
587,40902,0,1,5
587,4382,0,1,5
587,39547,0,1,2
587,24833,10,2,22
587,30654,10,2,25
587,5081,6,2,15
587,39195,9,2,12
587,31964,7,2,13
587,33486,6,2,25
587,36456,5,2,25
587,38408,3,2,25
587,35849,7,2,24
587,2759,10,2,0
587,6702,8,2,175
587,37105,7,2,12
587,20583,6,2,25
587,28891,8,2,25
587,32935,9,2,10
587,38883,8,2,13
587,11617,7,2,12
587,12729,7,2,2
587,5680,7,2,13
587,7791,7,2,26
587,40221,10,2,13
587,16662,10,2,1
587,32281,6,2,1
587,11887,9,2,13
587,16001,9,2,4
587,11771,0,2,25
587,23755,5,2,24
587,34577,1,2,24
587,31722,5,2,4
587,30,10,2,26
587,32,10,2,1
587,31404,5,2,12
587,19815,4,2,12
587,30276,4,2,12
587,853,8,2,26
587,527,6,2,276
587,19291,7,2,93
587,31592,7,2,47
587,31240,7,2,25
587,33255,10,2,120
587,34612,10,2,24
587,40542,10,2,6
587,38249,10,2,1
587,37450,9,2,13
587,38329,9,2,1
587,199,9,2,1
587,28171,9,2,24
587,32282,9,2,13
587,35788,9,2,12
587,39940,9,2,12
587,849,8,2,14
587,11757,6,2,25
587,21881,6,2,24
587,38826,8,2,1
587,523,8,2,1
587,4224,8,2,25
587,33377,8,2,24
587,14813,10,2,13
587,18753,10,2,1
587,23847,10,2,13
587,33161,10,2,1
587,47,0,3,0
587,7193,0,3,0
587,1690,0,3,0
587,31478,0,3,0
587,1,0,3,0
587,3784,0,3,0
587,3785,0,3,0
587,2890,0,3,0
587,431,0,3,0
587,12189,0,3,0
587,572,0,3,0
587,36098,0,3,0
587,486,0,3,0
587,28851,0,3,0
587,585,0,3,0
587,32182,0,3,0
587,164,0,3,0
587,38555,0,3,0
587,1943,0,3,0
587,27775,0,3,0
587,35848,0,3,0
587,1033,0,3,0
587,16498,0,3,0
587,7311,0,3,0
587,31765,0,3,0
587,36474,0,3,0
587,31245,0,3,0
587,34572,7,4,31
587,22043,0,4,58
587,245,0,4,1
587,15451,0,4,4
587,11061,8,4,79
587,20,5,4,5
587,21,0,4,41
587,35839,5,4,7
587,41353,0,4,2
587,31646,0,6,0
587,36793,0,6,0
587,32998,0,6,0
587,306,0,6,0
587,34881,0,6,0
587,6547,0,6,0
587,9989,0,6,0
587,9919,0,6,0
587,2251,0,6,0
587,36649,0,6,0
587,9513,0,6,0
587,11633,0,6,0
587,31043,0,6,0
587,10719,0,6,0
587,40004,0,6,0
587,37435,0,6,0
587,10800,0,6,0
587,34382,0,6,0
587,2167,0,6,0
587,1575,0,6,0
587,16592,0,6,0
587,11843,0,6,0
587,2025,0,6,0
587,38656,0,6,0
587,1535,0,6,0
587,40056,0,6,0
587,37982,0,6,0
587,37520,0,6,0
587,31339,0,6,0
587,28121,0,6,0
587,32901,0,6,0
587,3786,0,6,0
587,35972,0,6,0
587,227,0,6,0
587,38680,0,6,0
587,41120,0,6,0
587,5114,0,6,0
587,33743,0,6,0
587,820,0,6,0
587,918,0,6,0
587,28977,0,6,0
587,39533,0,6,0
587,17895,0,6,0
587,34279,0,6,0
587,17729,0,6,0
587,5060,0,6,0
587,27989,0,6,0
587,8074,0,6,0
587,33948,0,6,0
587,37007,0,6,0
587,35557,0,6,0
587,7088,0,6,0
587,160,0,6,0
587,185,0,6,0
587,40010,0,6,0
587,21327,0,6,0
587,38790,0,6,0
587,37999,0,6,0
587,7054,0,6,0
587,40839,0,6,0
587,32686,0,6,0
587,18679,0,6,0
587,35434,0,6,0
587,30831,0,6,0
587,32949,0,6,0
587,17265,0,6,0
587,15051,0,6,0
587,34599,0,6,0
587,14833,0,6,0
587,19,0,6,0
587,323,0,6,0
587,457,0,6,0
587,31414,0,6,0
587,18897,0,6,0
587,10161,0,6,0
587,20507,0,6,0
587,30503,0,6,0
587,5341,0,6,0
587,19221,0,6,0
587,36027,0,6,0
587,19369,0,6,0
587,33926,0,6,0
587,39587,0,6,0
587,30015,0,6,0
587,23277,0,6,0
587,13759,0,6,0
587,2476,0,6,0
587,339,0,6,0
587,2104,0,6,0
587,23273,0,6,0
587,9253,0,6,0
587,14289,0,6,0
587,36475,0,6,0
587,35790,0,6,0
587,37430,0,6,0
587,13663,0,6,0
587,22319,0,6,0
587,759,0,6,0
587,14227,0,6,0
587,25157,0,6,0
587,34822,0,6,0
587,37521,0,6,0
587,33352,0,6,0
587,24405,0,6,0
587,35968,0,6,0
587,37779,0,6,0
587,35507,0,6,0
587,392,0,6,0
587,1195,0,6,0
588,22199,0,1,11
588,22789,0,1,11
588,22043,0,1,0
588,22835,0,1,12
588,5042,10,1,12
588,22097,0,1,2
588,20785,0,1,25
588,23945,0,1,11
588,1735,0,1,12
588,21,0,1,0
588,22877,0,1,11
588,23327,0,1,12
588,21881,0,1,12
588,21353,0,1,11
588,6682,9,2,12
588,50,9,2,24
588,11759,0,2,24
588,53,8,2,24
588,101,10,2,13
588,713,10,2,1
588,102,0,2,26
588,4744,0,2,12
588,5112,0,2,12
588,6287,7,2,1
588,19429,0,2,12
588,22729,0,2,12
588,591,7,2,12
588,886,9,2,12
588,11235,0,2,13
588,6547,0,2,13
588,9989,10,2,11
588,11111,10,2,12
588,54,0,2,1
588,971,0,2,50
588,4999,0,2,12
588,5342,10,2,13
588,6676,10,2,13
588,66,10,2,26
588,7817,0,2,12
588,6347,10,2,13
588,5081,8,2,15
588,2986,9,2,26
588,67,10,2,24
588,1186,7,2,26
588,1498,7,2,12
588,20787,0,2,13
588,68,8,2,23
588,22547,0,2,13
588,269,10,2,366
588,1686,10,2,1
588,2889,10,2,1
588,150,8,2,50
588,1639,0,2,1
588,357,10,2,8
588,2131,10,2,4
588,4177,6,2,26
588,22433,0,2,12
